 node_id,x,y,z
1,0.00000000000,0.00000000000,2.21902953212
2,1.98476035116,0.00000000000,0.992380175580
3,0.613324678270,1.88761926525,0.992380175580
4,-1.60570485385,1.16661286375,0.992380175580
5,-1.60570485385,-1.16661286375,0.992380175580
6,0.613324678270,-1.88761926525,0.992380175580
7,0.00000000000,0.00000000000,-2.21902953212
8,-1.98476035116,0.243063041112E-15,-0.992380175580
9,-0.613324678270,-1.88761926525,-0.992380175580
10,1.60570485385,-1.16661286375,-0.992380175580
11,1.60570485385,1.16661286375,-0.992380175580
12,-0.613324678270,1.88761926525,-0.992380175580
13,0.102330183944,0.00000000000,2.21666880654
14,0.204442638940,0.00000000000,2.20959165273
15,0.306120099303,0.00000000000,2.19781312882
16,0.407146224892,0.00000000000,2.18135829610
17,0.507306061416,0.00000000000,2.16026216568
18,0.606386497797,0.00000000000,2.13456962400
19,0.704176719606,0.00000000000,2.10433533734
20,0.800468657618,0.00000000000,2.06962363549
21,0.895057430520,0.00000000000,2.03050837489
22,0.987741780842,0.00000000000,1.98707278146
23,1.07832450317,0.00000000000,1.93940927354
24,1.16661286375,0.00000000000,1.88761926525
25,1.25241901055,0.00000000000,1.83181295072
26,1.33556037299,0.00000000000,1.77210906959
27,1.41586005037,0.00000000000,1.70863465439
28,1.49314718826,0.00000000000,1.64152476028
29,1.56725734206,0.00000000000,1.57092217764
30,1.63803282685,0.00000000000,1.49697712828
31,1.70532305293,0.00000000000,1.41984694583
32,1.76898484622,0.00000000000,1.33969574093
33,1.82888275289,0.00000000000,1.25669405211
34,1.88488932757,0.00000000000,1.17101848287
35,1.93688540452,0.00000000000,1.08285132598
36,0.316217658763E-01,0.973217882538E-01,2.21666880654
37,0.631762498073E-01,0.194436503973,2.20959165273
38,0.945963130045E-01,0.291137515211,2.19781312882
39,0.125815102687,0.387219070269,2.18135829610
40,0.156766194327,0.482476735466,2.16026216568
41,0.187383732979,0.576707830123,2.13456962400
42,0.217602573402,0.669711857805,2.10433533734
43,0.247358418669,0.761290932918,2.06962363549
44,0.276587956972,0.851250201755,2.03050837489
45,0.305228996334,0.939398257086,1.98707278146
46,0.333220596930,1.02554754542,1.93940927354
47,0.360503200754,1.10951476606,1.88761926525
48,0.387018758339,1.19112126112,1.83181295072
49,0.412710852269,1.27019339564,1.77210906959
50,0.437524817221,1.34656292707,1.70863465439
51,0.461407856276,1.42006736318,1.64152476028
52,0.484309153255,1.49055030788,1.57092217764
53,0.506179980840,1.55786179388,1.49697712828
54,0.526973804254,1.62185860188,1.41984694583
55,0.546646380273,1.68240456522,1.33969574093
56,0.565155851362,1.73937085968,1.25669405211
57,0.582462834736,1.79263627748,1.17101848287
58,0.598530506153,1.84208748528,1.08285132598
59,-0.827868578483E-01,0.601481729868E-01,2.21666880654
60,-0.165397569277,0.120168368109,2.20959165273
61,-0.247656362656,0.179932879801,2.19781312882
62,-0.329388215133,0.239314546518,2.18135829610
63,-0.410419225035,0.298187021299,2.16026216568
64,-0.490576981877,0.356425040594,2.13456962400
65,-0.569690933205,0.413904690792,2.10433533734
66,-0.647592747478,0.470503671870,2.06962363549
67,-0.724116672233,0.526101557615,2.03050837489
68,-0.799099886755,0.580580051852,1.98707278146
69,-0.872382848515,0.633823240149,1.93940927354
70,-0.943809632627,0.685717836445,1.88761926525
71,-1.01322826361,0.736153424093,1.83181295072
72,-1.08049103877,0.785022690792,1.77210906959
73,-1.14545484241,0.832221656918,1.70863465439
74,-1.20798145041,0.877649896763,1.64152476028
